epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.432237,0.187302,1.786231,0.237037,0.01
2,1.794761,0.199206,1.765073,0.196296,0.01
3,1.783152,0.196032,1.777332,0.166667,0.01
4,1.7778,0.183333,1.744402,0.288889,0.01
5,1.793198,0.184921,1.793898,0.166667,0.01
6,1.805838,0.163492,1.794129,0.166667,0.01
7,1.7938,0.169841,1.791969,0.166667,0.01
8,1.794136,0.157937,1.791796,0.166667,0.01
9,1.793495,0.142063,1.791865,0.166667,0.01
